zhu_level,prior,learns,guesses,slips
重整,0.4243506466982138,0.42069582713769005,0.28675557231701143,0.04655054277159473
伸展,0.8533744059715668,0.9970536870772128,0.36703524522260556,0.07981654264941097
評鑑,0.964455198361819,0.01932987904250255,0.0,1.0
